Barcode,Name,Sales Price,Sales Description,Description for the website,Origin,Website Product Category,barcode_norm,expiration_date,date_repaired
4056546351003,Lazdyno riešutai be luobelės Tadim 150g,6.50,200g,,,,4056546351003,,
4250129821567,Lazdyno riešutai šilkmedžio uogų sirupe 300g FEYZA,2.50,70g,,,,4250129821567,,
4772122010590,Lebanese blend of 8 spices,3.75,90g,,,,4772122010590,,
8691573009310,Legumes BURCU,1.99,550g,,Turkey,,8691573009310,,
8001876043247,Lemon Essence Olive Oil COLAVITA,2.50,250ml,,Italy,Actas - aliejus / Aliejus,8001876043247,,
4779051660216,Lemon Lime Flavour PRIME,0.99,500ml,,,,4779051660216,,
8690506400286,Lemon cologne Kolonya DURU,4.40,200ml,"Turkiškas odekolonas – Kolonya. Tai rankų odekolonas, kuris yra 80 laipsnių stiprumo. Paprastai jis naudojamas rankų dezinfekcijai, kadangi tai puikus būdas pašalinti bakterijas, tačiau dėl intensyvaus citrinų kvapo suteikia ir ilgai išliekanti kvapnų aromatą bei komforto ir švaros pojūtį.",,,8690506400286,,
8691685006429,Lemon cologne Kolonya EYÜP SABRI TUNCER,4.60,200ml,"Turkiškas odekolonas – Kolonya. Tai rankų odekolonas, kuris yra 80 laipsnių stiprumo. Paprastai jis naudojamas rankų dezinfekcijai, kadangi tai puikus būdas pašalinti bakterijas, tačiau dėl intensyvaus citrinų kvapo suteikia ir ilgai išliekanti kvapnų aromatą bei komforto ir švaros pojūtį.",,,8691685006429,,
4772122002274,Lemon fish seasoning,2.50,100g,"Įvairiems žuvies patiekalams, troškiniams, apkepėlėms, padažams, žuvienei. Taip pat tinka mėsos ir daržovių valgiams gardinti.",,,4772122002274,,
5412294120633,Lemon flavor lokum SARAY,5.70,400g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),5412294120633,,
8690105004762,Lemon flavored ice tea DIDI,1.09,250ml,,,,8690105004762,,
4772122002199,Lemon pepper,2.20,70g,,,,4772122002199,,
8692490101040,Lemon scented cologne ETI,2.80,200ml,,,,8692490101040,,
8692490101118,Lemon scented cologne ETI,4.99,400ml,,,,8692490101118,,
6213042021054,Lemon verbena tea in packets CHAMAIN,2.70,34g,,,,6213042021054,,
8693234300422,Lemon vinegar GULCAN,1.90,500ml,,,,8693234300422,,
4607017094440,"Lemonade ""Barbaris""",1.61,500ml,,,,4607017094440,,
4607017093337,"Lemonade ""Grusha""",1.51,500ml,,,,4607017093337,,
8714573005349,Lemongrass powder ASLI,2.20,30g,,,,8714573005349,,
8715035130104,Less Salt Soy Sauce KIKKOMAN,3.90,150ml,,Japan,Padažai - pastos ir užtepėlės,8715035130104,,
4772122014659,Libanietiskas Astuoniu Prieskoniu Misinys ,1.99,50g,,,,4772122014659,,
8680618600704,Liemenė 9-12mėn.,10.10,1vnt.,,,,8680618600704,,
8680618600711,Liemenė naujagimiui,10.10,1vnt.,,,,8680618600711,,
8680618600612,Liemenė naujagimiui,10.10,1vnt.,,,,8680618600612,,
4260637869029,Liepą ALIBABA,3.50,20g,,,,4260637869029,,
8410805013761,Liežuvio dailininkas - zombiai CERDAN,0.75,"17,3g",,,,8410805013761,,
8410805014324,Liežuvio dažiklis - energetinė soda CERDAN,0.75,"17,3g",,,,8410805014324,,
8410805013587,Liežuvio dažiklis - energetinė soda CERDAN (kopija),0.75,"17,3g",,,,8410805013587,,
6931722311010,Liežuvio ritinėlis OZIBOX,1.99,16g,,,,6931722311010,,
8410805015208,Liežuvio tapytojas - Vienaragis CERDAN,0.75,"17,3g",,,,8410805015208,,
8410805014751,Liežuvio tapytojas - dinozauras CERDAN,0.75,"17,3g",,,,8410805014751,,
8410805008071,Liežuvio tapytojas su sabor skonio CERDAN,0.75,100ml,,,,8410805008071,,
8410805005179,Liežuvio tapytojas su sabor skonio CERDAN (kopija),0.75,100ml,,,,8410805005179,,
8410805015673,Liežuvio tapytojas su vaisių skoniu CERDAN,0.75,100ml,,,,8410805015673,,
6971835850099,Light Superior Soy Sauce CHAIN KWO,4.50,623ml,,,Padažai - pastos ir užtepėlės,6971835850099,,
4903001011128,Light soy sauce (less salt) KIKKOMAN,4.50,150ml,,,Padažai - pastos ir užtepėlės,4903001011128,,
5011308307161,Lime Pickle PATAK'S,6.99,283g,,,,5011308307161,,
60817103136,Lime pickle with chili SWAD,3.50,300g,,,,60817103136,,
60817103172,Lime pickle with mango SWAD,3.50,300g,,,,60817103172,,
4860103352040,Limonadas Feichojos Skonio ZEDAZENI,2.40,500ml,,,,4860103352040,,
4860103352064,Limonadas Feichojos Skonio ZEDAZENI,2.40,1000ml,,,,4860103352064,,
4860103350183,Limonadas Kriaušė Skonio ZEDAZENI,2.40,1000ml,,,,4860103350183,,
4860103350121,Limonadas Kriaušė Skonio ZEDAZENI,2.40,500ml,,,,4860103350121,,
4860103350091,Limonadas Peletruno Skonio ZEDAZENI,2.40,500ml,,,,4860103350091,,
4860103350107,Limonadas Peletruno Skonio ZEDAZENI,2.40,1000ml,,,,4860103350107,,
4607017093368,Limonadas Tarhun,1.61,500ml,,,,4607017093368,,
4860103350190,Limonadas Vynuogiu Skonio ZEDAZENI,2.40,1000ml,,,,4860103350190,,
4860103350138,Limonadas Vynuogiu Skonio ZEDAZENI,2.40,500ml,,,,4860103350138,,
8690719102137,Linden blossom tea in bags DOGUS,2.50,32g,,Turkey,Arbata - kava / Žolelių arbata,8690719102137,,
8699580000030,Linden tea DOGADAN,3.60,32g,,,Arbata - kava / Žolelių arbata,8699580000030,,
8690719109044,Linden with honey and ginger DOGUS,3.00,32g,,Turkey,Arbata - kava / Žolelių arbata,8690719109044,,
8690576029035,Linguine ANKARA,0.75,500g,,Turkey,,8690576029035,,
4779030397546,Linseed,1.50,250g,,,,4779030397546,,
8696947902341,Locust bean powder ŞENAY,5.90,200g,Paruošimo būdas: sumaišykite 2 šaukštelius miltelių su stikline vandens ar pienu arba naudokite kaip kakavos miltelius.,,,8696947902341,,
8690120034874,Lokum TORKU,3.50,390g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8690120034874,,
8690120120195,Lokum marmalade with nuts Cezerye TORKU,5.99,390g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8690120120195,,
5412294003646,Lokum of various fruit flavors and coconut chips SARAY,7.40,400g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),5412294003646,,
8693641000083,Lokum with nuts (Osmanli Karasik) AVŞARLAR,7.90,500g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8693641000083,,
5412294003776,Lokum with peanuts and sesame seeds  SARAY,5.50,400g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),5412294003776,,
8697217798756,Lokum with pistachio covered with chocolate Anatolia,7.80,300g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8697217798756,,
8697217798794,Lokum with pistachios ANATOLIA,7.80,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8697217798794,,
5412294004643,Lokum with pistachios SARAY,5.90,400g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),5412294004643,,
8693641021231,Lokum with pistachios and coconut flakes AVŞARLAR,6.50,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8693641021231,,
8697217798763,Lokum with pomegranate chocolate covered Anatolia,6.50,300g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8697217798763,,
5412294003264,Lokum with walnuts and coconut,5.50,400g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),5412294003264,,
6253503913917,Lokumas PREMIUM su pistacijomis Aghati,15.60,500g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),6253503913917,,
5412294120527,Lokumas su graikiniais riešutais SARAY,6.60,300g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),5412294120527,,
5412294120510,Lokumas su pistacijomis SARAY,7.00,300g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),5412294120510,,
8697436525836,Lollipop YUTTY,0.50,16g,,,,8697436525836,,
8696801001760,Lombardi peppers CICEK,3.80,660g,,,,8696801001760,,
8691440307389,Long Grain Rice DURU,17.00,5000g,,,,8691440307389,,
8691440307372,Long grain rice DURU,5.90,1000g,,,,8691440307372,,
8691440305736,Long grain rice DURU,5.55,1000g,,,,8691440305736,,
57027937,Love is gum,0.30,4.2g,,,,57027937,,
4779052061036,Lychee BONSU,2.10,330ml,,,,4779052061036,,
8718226323002,Lychee Fruit Drink  MAAZA,2.49,1000ml,,,,8718226323002,,
8693357366824,Lėkštutės arbatos stiklinei PASABAHCE,5.50,6vnt.,,,,8693357366824,,
8711327480537,MAGNUM Billionere Caram,1.99,85ml,,,,8711327480537,,
8711327583610,MAGNUM Double StarChaser,1.99,85ml,,,,8711327583610,,
8711327581562,MAGNUM Double Sunlover,1.99,85ml,,,,8711327581562,,
8711327609341,MAGNUM Ledai Almond,2.35,110ml,,,,8711327609341,,
8711327622289,MAGNUM Pink Euphoria,1.99,90ml,,,,8711327622289,,
8711327622869,MAGNUM Vegan Chill,1.99,90ml,,,,8711327622869,,
4771459061237,MALtos kuminu seklos ,3.95,,,,,4771459061237,,
4770477231653,MIRINDA ,1.90,1500ml,,,,4770477231653,,
4262396735058,MİDYAT BULGUR SU KENTIJE,5.49,1000g,,,,4262396735058,,
6287015500075,Mabroom Dates MAZARE ALLEHABI,7.00,900g,,Saudi Arabia,,6287015500075,,
6287015500105,Mabroom Datuless,7.00,900g,,,,6287015500105,,
5017689002732,Madras curry spice blend (mild) TRS,1.39,100g,Ypač tinka ryžių ir makaronų patiekalams taip pat galima naudoti vištienos ir mėsos patiekalams.,,,5017689002732,,
8683690831202,Magiškas rūgštus purškalas - Arbūzas OZIBOX-Dennis,1.45,100ml,,,,8683690831202,,
8683690831219,Magiškas rūgštus purškalas - Cola OZIBOX-Dennis ,1.49,100ml,,,,8683690831219,,
8683690831233,Magiškas rūgštus purškalas - braškių OZIBOX,1.50,100ml,,,,8683690831233,,
8717552025376,Mahlep GULCAN,8.50,200g,,,,8717552025376,,
8690576029196,"Makaronai Dirsek ANKARA_x000D_
",0.75,500g,,Turkey,,8690576029196,,
201630,Malta Kalendra,13.00,1000g,,Turkey,Prieskoniai,201630,,
201616,Malta Kalendra,0.65,50g,,Turkey,Prieskoniai,201616,,
201632,Malta Paprika,19.60,1000g,,Turkey,Prieskoniai,201632,,
201619,Malta Paprika,0.98,50g,,Turkey,Prieskoniai,201619,,
4772122002731,Malta ciberžolė,2.50,70g,,,,4772122002731,,
4262457390158,Malta juodųjų pipirų ALIBABA,4.90,100g,,,,4262457390158,,
8690906007160,Malta saldi paprika BASAK 100g,3.09,90g,,,,8690906007160,,
4772122012389,Maltas ceilono cinamonas 60g,6.39,50g,,,,4772122012389,,
8690906007269,Maltas cinamonas BASAK,2.30,100g,,,,8690906007269,,
4860121750675,Malti Cili Pipirai IGOETI,2.25,60g,,,,4860121750675,,
4860121750705,Malti Paprika IGOETI,2.45,60g,,,,4860121750705,,
201602,Malti juodi kvapnieji pipirai,1.20,50g,,Turkey,Prieskoniai,201602,,
8717552025604,Malti juodi kvapnieji pipirai GÜLCAN,2.00,200g,,,,8717552025604,,
8717552025215,Malti juodieji pipirai GÜLCAN,4.60,200g,,,,8717552025215,,
201603,Malti žagražole (sumak),1.00,50g,,Turkey,Prieskoniai,201603,,
4779030391698,Maltos Kumino Seklos,4.50,100g,,,,4779030391698,,
8691685013892,Mandarin aroma soap EYÜP SABRI TUNCER,4.79,500ml,,Turkey,Pramoninės prekės - higienos priemonės,8691685013892,,
4779052060169,Mango BONSU,2.10,330ml,,,,4779052060169,,
716221104006,Mango Jam PHILIPPINE,4.90,300g,,,,716221104006,,
4048517678974,Mango Juice  with Mint GRANINI ,1.89,750ml,,,,4048517678974,,
4048517679230,Mango Juice  with Vanilla GRANINI,1.89,750ml,,,,4048517679230,,
4770569915836,Mango Juice GRANINI,1.89,750ml,,,,4770569915836,,
8850389116944,Mango Juice with Slices MOGU MOGU ,2.99,320ml,,,,8850389116944,,
5015821144388,Mango and ginger chutney RAJAH,5.30,340g,,,,5015821144388,,
4760062102512,Mango flavored black tea AZERCAY,3.25,45g,,,Arbata - kava / Juodoji arbata,4760062102512,,
4260667060083,Mango flavored iced tea 4BRO,1.50,500ml,,,,4260667060083,,
8904304501077,Mango juice Drink SWAD,2.49,250ml,,,,8904304501077,,
8698720868554,Mango juice JUSS,1.55,1000ml,,,,8698720868554,,
60817100001,Mango pulp SWAD,3.50,450g,,,,60817100001,,
8684477430137,Mango skonio gėrimas su baziliko sėklomis MONTANA,2.50,250ml,,,,8684477430137,,
8690575871321,Mango skonio sultys TAMEK,3.50,1000ml,,,,8690575871321,,
5012389900173,Mango-chili sauce ENCONA,3.20,142ml,,,Padažai - pastos ir užtepėlės,5012389900173,,
8691573086373,Marinated Greek peppers BURCU,2.50,550g,,,,8691573086373,,
8691573086144,Marinated baby hot peppers BURCU,6.50,1300g,,,,8691573086144,,
4027394009217,Marinated black olives YAYLA,3.90,250g,,,Alyvuogės / Juodosios alyvuogės,4027394009217,,
6217882452306,Marinated damascene garlic SETALKEL,4.20,350g,,,,6217882452306,,
4027394009231,Marinated green olives YAYLA,3.90,250g,,,Alyvuogės / Žaliosios alyvuogės,4027394009231,,
8718531643185,Marinated red garlic NAZ,7.80,580g,,,,8718531643185,,
8691573010286,Marinated vegetables BURCU,2.50,800g,,,,8691573010286,,
4260394340014,Marinuoti Vynuogių lapai  ELIFCE ,10.00,908g,,,,4260394340014,,
8697436520732,Marinuoti agurkai padaže EFENDILER,4.20,650g,,,,8697436520732,,
8690777204996,Marinuoti kornisonai SERA,3.49,340g,,,,8690777204996,,
4251354817028,Marinuoti pipirai GULCAN,5.90,680g,,,,4251354817028,,
4251354817066,Marinuoti pipirai GULCAN,5.95,680g,,,,4251354817066,,
60817103124,Marinuotos laimo citrinos SWAD300g,3.80,300g,,,,60817103124,,
8853662040707,Marinuotos čili paprikos EXOTIC FOOD,3.90,400g,,,,8853662040707,,
8697217001900,Marshmallow Candies with Double Pistachio USAS,9.49,350g,,,,8697217001900,,
4779030399373,Masala Chai 3 Spice Mix for tea,3.60,80g,,,,4779030399373,,
4260637860781,Maxi Burger Duona ALIBABA,0.99,300g,,,,4260637860781,,
8717552025680,Meat seasoning BBQ GÜLCAN,2.99,150g,,,,8717552025680,,
8690906006750,Meat seasoning Grill BAŞAK,2.10,60g,,,,8690906006750,,
8717552025130,Meat seasoning Gyros GÜLCAN,2.50,250g,,,,8717552025130,,
8717552025154,Meat spice mix GÜLCAN,3.30,200g,,,,8717552025154,,
4251354801867,Medium Bulgur GULCAN,9.99,5000g,,Turkey,,4251354801867,,
8000070060333,Medium Ground Coffe MERRILD,5.99,500g,,,Arbata - kava / Kava,8000070060333,,
8000070060340,Medium Ground Coffe MERRILD,3.99,250g,,,Arbata - kava / Kava,8000070060340,,
8691573092541,Medium bulgur BURCU,4.99,1000g,"Šviesios bulgur kruopos tai dažniausiai randama kvietinių kruopų rūšis pasaulyje. Geltona spalva tai natūrali kietųjų kviečių kruopų spalva. Kaip paruošti bulgurą? Pakepinkite svogūną, sumaišykite jį su pomidorų pasta, užberkite druskos Ir pipirų. Nuplautas bulguro kruopas sudėkite į keptuvę ir trumpai pakepinkite kartu su svogūnais. Užpilkite kruopas virintu vandeniu (1 stiklinei kruopų reikalinga 1½ stiklinės karšto vandens) ir, užvirus, troškinkite ant lėtos ugnies 10-12 min., kol visas vanduo išgaruos.",,,8691573092541,,
8691440710172,Medium bulgur DURU,2.99,1000g,"Šviesios bulgur kruopos tai dažniausiai randama kvietinių kruopų rūšis pasaulyje. Geltona spalva tai natūrali kietųjų kviečių kruopų spalva. Kaip paruošti bulgurą? Pakepinkite svogūną, sumaišykite jį su pomidorų pasta, užberkite druskos Ir pipirų. Nuplautas bulguro kruopas sudėkite į keptuvę ir trumpai pakepinkite kartu su svogūnais. Užpilkite kruopas virintu vandeniu (1 stiklinei kruopų reikalinga 1½ stiklinės karšto vandens) ir, užvirus, troškinkite ant lėtos ugnies 10-12 min., kol visas vanduo išgaruos.",Turkey,,8691440710172,,
8011033121008,Medium couscous ALIBABA,5.25,1000g,,,,8011033121008,,
8691573084164,Medium-sized dark bulgur BURCU,2.90,500g,,,,8691573084164,,
7290108800395,Medjool dates Choice MEDJOOL PLUS MP,16.50,1000g,,,,7290108800395,,
4260747970004,Medjool dates DE PALESTINE,17.35,750g,,,,4260747970004,,
8719189052497,Medjool dates MEDJOOL PLUS MP,15.50,750g,,,,8719189052497,,
6191529000160,Medjoul Date SALAMMKO,8.50,1000g,,,,6191529000160,,
4260747970141,Medjoul Dates NESRIN,7.49,900g,,,,4260747970141,,
4260467598496,Medus su Koriu YOREM,10.99,300g,,,,4260467598496,,
4779031861336,Melatoninas + Tryptofan + B6 120 tablečių HEALTH CHOICE,21.50,32.4g,,,,4779031861336,,
8699432202032,Melissa tea DOGADAN,0.99,26g,,,Arbata - kava / Žolelių arbata,8699432202032,,
4779052060145,Melon BONSU,2.10,330ml,,,,4779052060145,,
8850389116913,Melon Fruit Flavored Drink MOGU MOGU ,2.99,320ml,,,,8850389116913,,
8717973293323,Melon flavored lokum ANATOLIA,2.80,250g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8717973293323,,
4027394007633,Merqueze sausages FULYA,5.30,400g,,,,4027394007633,,
8699401580338,Mesir Macunu Sultan's paste DORA LIFE,9.95,400g,"Mesir pasta (Sultono pasta) - tai tirštas vaistažolių ir prieskonių mišinys naudojamas jau nuo XV a. Tradiciškai į šios pastos sudėtį įeina net 41 komponentas, tarp jų tokie prieskoniai kaip kuminas, kardamonas, cinamonas, ciberžolė, gvazdikėliai, pankolis, anyžiai, taip pat imbieras, saldymedis. Ši pasta pasižymi gydomosiomis ir terapinėmis savybėmis bei įdomu tai, jog Mesir pasta 2012 metais buvo įtraukta į UNESCO Reprezentatyvųjį žmonijos nematerialaus kultūros paveldo sąrašą.",,Padažai - pastos ir užtepėlės / Padažai,8699401580338,,
5017689010492,Methi seeds TRS,4.49,100g,,,,5017689010492,,
8690504135555,Metro Caramel filled Chocolate,1.20,30g,,,,8690504135555,,
8691573098291,Mexican Sauce BURCU,0.99,300g,,Turkey,Padažai - pastos ir užtepėlės,8691573098291,,
4772122002236,Mexican spice blend without mustard,3.00,90g,,,,4772122002236,,
4772122002229,Mexican spice mix with garlic,3.55,100g,"Puikiai dera daržovių patiekalams, orkaitėje ar ant grotelių keptiems mėsos bei žuvies patiekalams, troškiniams, padažams ir sriuboms gardinti.",,,4772122002229,,
8691573869563,Midyat (Medium) Bulgur  BURCU,9.99,5000g,,Turkey,,8691573869563,,
8691573089589,Midyat Bulgur With Vermicelli BURCU,17.00,5000g,,,,8691573089589,,
8691440505006,Midyat Fine Pilaf Bulgur DURU,11.00,5000g,,,,8691440505006,,
8710605092011,Mihoen Rice Noodles GO_TAN,4.95,250g,,,,8710605092011,,
011210009561,Mild Sauce with Green Pepper TABASCO,7.49,60g,,,Padažai - pastos ir užtepėlės,11210009561,,
8691573012747,Mild ajvar sauce BURCU,3.55,560g,,,Padažai - pastos ir užtepėlės,8691573012747,,
8691573022128,Mild ajvar sauce BURCU,3.50,310g,,Turkey,Padažai - pastos ir užtepėlės,8691573022128,,
7178600000140,Mild curry paste PASCO,3.20,270g,,,Padažai - pastos ir užtepėlės / Padažai,7178600000140,,
8682718431837,"Milk chocolate cookies with marshmalow  ,,Modern'' 184g",3.49,200g,,,,8682718431837,,
8690504118244,Milky Biscuits For Babies ULKER,3.00,172g,,,,8690504118244,,
8690777103510,Milžiniškos pupelės pomidorų padaže SERA,4.50,300g,,,,8690777103510,,
8690504039723,Mini Chocolate coated cookie with marshmallow HALLEY,2.99,103g,,Turkey,,8690504039723,,
4027394001754,Mini cheese YAYLA,2.99,136g,"Pieno produktai yra svarbiausios YAYLA produktų asortimento dalys, todėl jie yra perdirbami ir gaminami tik iš aukščiausios kokybės, pripažintų, sertifikuotų, ekologiškai tvarių Europos ūkių ingredientų. Gamyba vykdoma naudojant moderniausias technologijas, kurios atitinka reikalavimus energijos vartojimo efektyvumo, tvarumo ir kokybės atžvilgiu. Klientai gauna produktą, kuriuo gali mėgautis žinodami, jog jis buvo pagamintas atsakingai ir kokybiškai.",,,4027394001754,,
8693641021262,Mini lokum fruit flavored AVŞARLAR,3.50,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8693641021262,,
5412294003370,Mini lokum of various tastes SARAY,3.90,300g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),5412294003370,,
8693641021255,Mini lokum with pistachios AVŞARLAR,5.99,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8693641021255,,
4027394004199,Mini poultry sausages Kokteyl YAYLA,4.90,400g,"Visi YAYLA mėsos gaminiai yra sertifikuoti pagal Europos standartus. Halal sertifikatas taip pat užtikrinamas visiems YAYLA maisto produktams. Ypatingas dėmėsys ingredientų pasirinkimui, perdirbimui ir paruošimui yra pagrindinės priežastys, dėl kurių YAYLA produktai yra tokie skanūs.",,,4027394004199,,
8690719102168,Mint & Lemon,0.99,40g,,Turkey,,8690719102168,,
8690524055130,Mint flavored Gum FALIM,0.45,7g,,,,8690524055130,,
5411944369361,Mint flavored drink granules SEBAHAT,4.50,220g,,,,5411944369361,,
8699580000191,Mint linden herbal tea DOGADAN,2.70,30g,,,Arbata - kava / Žolelių arbata,8699580000191,,
5283003610710,Mint water CHTOURA GARDEN,0.99,500ml,,,,5283003610710,,
5283003610703,Mint water CHTOURA GARDEN,0.49,250ml,,,,5283003610703,,
8699580000214,Mint-lemon tea DOGADAN,3.60,40g,,,Arbata - kava / Žolelių arbata,8699580000214,,
4770477231585,Mirinda,1.39,500ml,,,,4770477231585,,
4770477231530,Mirinda ,0.90,330ml,,,,4770477231530,,
4902663007524,Misas SHINSHU SHIRO,7.49,100g,,,,4902663007524,,
4772122015397,Misinys Mociutes Kotletukams,1.75,100g,,,,4772122015397,,
8858960300157,Miso Soup Paste ENSO,1.49,60g,,,Padažai - pastos ir užtepėlės,8858960300157,,
8690524055635,Mix Fruit flavored Gum FALIM,0.45,7g,,,,8690524055635,,
5283001109568,Mix Herbal Tea ABIDO,6.00,100g,,Netherlands,,5283001109568,,
8693891700900,Mix Tomato & Pepper Paste ONCU,8.99,700g,,,Padažai - pastos ir užtepėlės / Pomidorų ir paprikų pastos,8693891700900,,
8696801000145,Mix Vegetable Pickles CICEK,4.99,3000g,,,,8696801000145,,
8693641021279,Mix flavored lokum with coconut flakes AVŞARLAR,8.00,350g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8693641021279,,
5011308004107,Mixed Pickle PATAK'S,6.99,283g,,,,5011308004107,,
8693641003909,Mixed lokum LUKS KARISIK AVSARLAR,7.50,600g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai),8693641003909,,
4250129821079,Mixed nut bar FEYZA,1.00,40g,,,,4250129821079,,
8690629434878,Mixture for cream DR.OETKER,0.90,116g,,,,8690629434878,,
4713072179555,Mochi `Rice Cake With Matcha Green Tea` YUKI & LOVE,5.99,128g,,,Saldumynai (chalva - lokumas - šokoladas - batonėliai) / Lokumas,4713072179555,,
4711931034168,Moki su Bubble Milk Tea skonio,8.49,210g,,,,4711931034168,,
4711931018441,Moki su Zaliosisos arbatos skonio,8.49,210g,,,,4711931018441,,
8693641004906,Morkų skanėstas su įvairiais riešutais AVŞARLAR,6.99,500g,,,,8693641004906,,
61300876545,Mucho Mango Fruit Cocktail ARIZONA,2.85,500ml,,,,61300876545,,
8690629310950,Muhallebi milk pudding DR.OETKER,1.60,210g,,,,8690629310950,,
8690777400510,Mulberry Syrup SERA,3.50,340g,,,Sirupai - džemai - uogienės - sezamo pasta,8690777400510,,
8680771001363,Mulberry nectar ŞENAY,14.00,700g,,,,8680771001363,,
8698518426577,Mulberry syrup CITY FARM,4.50,450g,,,Sirupai - džemai - uogienės - sezamo pasta,8698518426577,,
8699424286033,Mulberry syrup GULCAN,4.50,720g,,,Sirupai - džemai - uogienės - sezamo pasta,8699424286033,,
4770569915744,Multivitamin Juice GRANINI,1.89,250ml,,,,4770569915744,,
4779031861282,Multivitaminai ir mineralai „Healthy Choice“ 90 tablečių,41.00,117g,,,Sveikatos produktai,4779031861282,,
8691573071201,Mung beans BURCU,1.99,500g,,,,8691573071201,,
4251354800471,Mung beans NERGIZ AKSIYON,3.40,800g,,,,4251354800471,,
4262396730480,Mung pupelės HUNKAR,6.00,1000g,,,,4262396730480,,
8691573077234,Mushrooms BURCU,4.20,560g,,,,8691573077234,,
201609,Muskato riešutai,2.75,5vnt,,Turkey,Prieskoniai,201609,,
8684477430144,Mėlynių skonio gėrimas su baziliko sėklomis MONTANA,2.50,250ml,,,,8684477430144,,
8699580000207,Mėtinė arbata pakeliais (20 vnt) DOGADAN,2.90,26g,,,Arbata - kava / Žolelių arbata,8699580000207,,
4260637869098,Mėtų ir citrinų arbata ALIBABA,3.50,100g,,,,4260637869098,,
5000112654370,NEPTUNAS Sport,2.50,750ml,,,,5000112654370,,
8595646203554,NESTEA Peach,2.20,500ml,,,,8595646203554,,
4750042305484,NORTE Gazuotas,0.90,500ml,,,,4750042305484,,
4750042305507,NORTE Negazuotas,0.90,500ml,,,,4750042305507,,
5900259122667,Nacho Cheese Bugles LAYS,3.50,110g,,,,5900259122667,,
5900259094704,Nacho Cheese DORITOS,3.30,100g,,,,5900259094704,,
8690816982397,Natural Apple Vinegar FERSAN,4.99,500ml,,,,8690816982397,,
8437002760144,Natural Dried Figs GOOD FIG,8.49,500g,,,,8437002760144,,
8437002760038,Natural Dried Figs GOOD FIG,3.99,200g,,,,8437002760038,,
8699924364613,Natural Grape Syrup RESITOGLU,5.00,380g,,,Sirupai - džemai - uogienės - sezamo pasta,8699924364613,,
8690105005660,Natural Hemsin Black Tea CAYKUR,8.90,400g,,Turkey,Arbata - kava / Juodoji arbata,8690105005660,,
8691685013175,Natural Macadamia Oil Shampoo EYUP SABRI,8.49,600ml,,,Pramoninės prekės - higienos priemonės,8691685013175,,
8691685014776,Natural Olive Oil Shower Gel EYUP SABRI,8.50,600ml,,Turkey,Pramoninės prekės - higienos priemonės,8691685014776,,
8691685014837,Natural Olive Oil Soap Ocean EYUP SABRI ,4.50,500ml,,,Pramoninės prekės - higienos priemonės,8691685014837,,
8691685013915,Natural Olive Oil Soap Ocean with Citus EYUP SABRI ,5.25,500ml,,Turkey,Pramoninės prekės - higienos priemonės,8691685013915,,
8691685014820,Natural Olive Oil Soap With Amber EYUP SABRI ,4.50,500ml,,Turkey,Pramoninės prekės - higienos priemonės,8691685014820,,
8691685018583,Natural Olive Oil Soap With Coconut EYUP SABRI  ,4.30,500ml,,,Pramoninės prekės - higienos priemonės,8691685018583,,
8691685018637,Natural Olive Oil Soap With Goat Milk EYUP SABRI   ,4.50,500ml,,Turkey,Pramoninės prekės - higienos priemonės,8691685018637,,
8691685018651,Natural Olive Oil Soap With Sweet Almond EYUP SABRI ,4.55,500ml,,Turkey,Pramoninės prekės - higienos priemonės,8691685018651,,
8691381000011,Natural Sparkling mineral water BEYPAZARI,1.00,200ml,,,,8691381000011,,
8697407197581,Natural apple tea OTTOMAN,5.50,150g,,,Arbata - kava / Vaisinė arbata,8697407197581,,
8695336108326,Natural black olives with pits. BAĞCI,3.99,200g,,,Alyvuogės / Juodosios alyvuogės,8695336108326,,
8695336110992,Natural black olives with pits. BAĞCI,4.70,250g,,,Alyvuogės / Juodosios alyvuogės,8695336110992,,
8691685001905,Natural olive oil soap EYUP SABRI TUNCER,5.50,750ml,,,Pramoninės prekės - higienos priemonės,8691685001905,,
6291100213085,Natural premium dates KHALAS,6.50,750g,,,,6291100213085,,
